"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","pi03",,,,"User:","daniel"
"Cmdline:","dstat -cdlsm --output 4W32B4R.log",,,,"Date:","14 Jun 2015 02:40:04 PDT"

"total cpu usage",,,,,,"dsk/total",,"load avg",,,"swap",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","1m","5m","15m","used","free","used","buff","cach","free"
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.050,0.030,0.050,16384.0,104837120.0,103563264.0,16207872.0,174776320.0,677564416.0,
0.252,0.0,99.748,0.0,0.0,0.0,0.0,24576.0,0.040,0.030,0.050,16384.0,104837120.0,103555072.0,16216064.0,174776320.0,677564416.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.040,0.030,0.050,16384.0,104837120.0,103555072.0,16216064.0,174776320.0,677564416.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.040,0.030,0.050,16384.0,104837120.0,103587840.0,16216064.0,174776320.0,677531648.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.040,0.030,0.050,16384.0,104837120.0,103587840.0,16216064.0,174776320.0,677531648.0,
0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,0.040,0.030,0.050,16384.0,104837120.0,103522304.0,16216064.0,174776320.0,677597184.0,
0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,0.040,0.030,0.050,16384.0,104837120.0,103555072.0,16216064.0,174776320.0,677564416.0,
0.251,0.0,99.499,0.251,0.0,0.0,0.0,57344.0,0.040,0.030,0.050,16384.0,104837120.0,103555072.0,16224256.0,174768128.0,677564416.0,
0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,0.040,0.030,0.050,16384.0,104837120.0,103546880.0,16224256.0,174776320.0,677564416.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.040,0.030,0.050,16384.0,104837120.0,103546880.0,16224256.0,174776320.0,677564416.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.040,0.030,0.050,16384.0,104837120.0,103546880.0,16224256.0,174776320.0,677564416.0,
0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.040,0.030,0.050,16384.0,104837120.0,103546880.0,16224256.0,174776320.0,677564416.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,32768.0,0.040,0.030,0.050,16384.0,104837120.0,103546880.0,16232448.0,174768128.0,677564416.0,
0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,0.040,0.030,0.050,16384.0,104837120.0,103546880.0,16232448.0,174768128.0,677564416.0,
0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.040,0.030,0.050,16384.0,104837120.0,103546880.0,16232448.0,174768128.0,677564416.0,
0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.040,0.030,0.050,16384.0,104837120.0,103538688.0,16232448.0,174776320.0,677564416.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.030,0.030,0.050,16384.0,104837120.0,103538688.0,16232448.0,174776320.0,677564416.0,
0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,0.030,0.030,0.050,16384.0,104837120.0,103538688.0,16232448.0,174776320.0,677564416.0,
0.500,0.0,99.250,0.250,0.0,0.0,0.0,24576.0,0.030,0.030,0.050,16384.0,104837120.0,103538688.0,16240640.0,174768128.0,677564416.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.030,0.030,0.050,16384.0,104837120.0,103530496.0,16240640.0,174776320.0,677564416.0,
0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.030,0.030,0.050,16384.0,104837120.0,103530496.0,16240640.0,174776320.0,677564416.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.030,0.030,0.050,16384.0,104837120.0,103530496.0,16240640.0,174776320.0,677564416.0,
0.249,0.249,99.501,0.0,0.0,0.0,0.0,24576.0,0.030,0.030,0.050,16384.0,104837120.0,103530496.0,16240640.0,174776320.0,677564416.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.030,0.030,0.050,16384.0,104837120.0,103530496.0,16240640.0,174776320.0,677564416.0,
0.251,0.0,99.499,0.251,0.0,0.0,0.0,24576.0,0.030,0.030,0.050,16384.0,104837120.0,103518208.0,16248832.0,174780416.0,677564416.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.030,0.030,0.050,16384.0,104837120.0,103518208.0,16248832.0,174780416.0,677564416.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.030,0.020,0.050,16384.0,104837120.0,103518208.0,16248832.0,174780416.0,677564416.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,16384.0,0.030,0.020,0.050,16384.0,104837120.0,103518208.0,16248832.0,174780416.0,677564416.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.030,0.020,0.050,16384.0,104837120.0,103518208.0,16248832.0,174780416.0,677564416.0,
0.250,0.250,99.500,0.0,0.0,0.0,0.0,40960.0,0.030,0.020,0.050,16384.0,104837120.0,103636992.0,16257024.0,174780416.0,677437440.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.030,0.020,0.050,16384.0,104837120.0,103636992.0,16257024.0,174780416.0,677437440.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.030,0.020,0.050,16384.0,104837120.0,103636992.0,16257024.0,174780416.0,677437440.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.030,0.020,0.050,16384.0,104837120.0,103636992.0,16257024.0,174780416.0,677437440.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.030,0.020,0.050,16384.0,104837120.0,103636992.0,16257024.0,174780416.0,677437440.0,
0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,0.030,0.020,0.050,16384.0,104837120.0,103636992.0,16257024.0,174780416.0,677437440.0,
0.251,0.0,99.499,0.251,0.0,0.0,0.0,24576.0,0.030,0.020,0.050,16384.0,104837120.0,103636992.0,16265216.0,174772224.0,677437440.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.030,0.020,0.050,16384.0,104837120.0,103636992.0,16265216.0,174772224.0,677437440.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,32768.0,0.020,0.020,0.050,16384.0,104837120.0,103628800.0,16265216.0,174780416.0,677437440.0,
0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103608320.0,16265216.0,174800896.0,677437440.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103608320.0,16265216.0,174800896.0,677437440.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103608320.0,16265216.0,174800896.0,677437440.0,
0.500,0.0,99.500,0.0,0.0,0.0,0.0,32768.0,0.020,0.020,0.050,16384.0,104837120.0,103608320.0,16273408.0,174792704.0,677437440.0,
0.499,0.0,99.501,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103600128.0,16273408.0,174800896.0,677437440.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103600128.0,16273408.0,174800896.0,677437440.0,
0.249,0.249,99.252,0.0,0.0,0.249,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103600128.0,16273408.0,174800896.0,677437440.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103600128.0,16273408.0,174800896.0,677437440.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103600128.0,16273408.0,174800896.0,677437440.0,
0.499,0.0,99.252,0.249,0.0,0.0,0.0,24576.0,0.020,0.020,0.050,16384.0,104837120.0,103600128.0,16281600.0,174792704.0,677437440.0,
0.250,0.250,99.500,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103591936.0,16281600.0,174800896.0,677437440.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103591936.0,16281600.0,174800896.0,677437440.0,
0.499,0.0,99.501,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103591936.0,16281600.0,174800896.0,677437440.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103591936.0,16281600.0,174800896.0,677437440.0,
0.500,0.0,99.500,0.0,0.0,0.0,0.0,24576.0,0.020,0.020,0.050,16384.0,104837120.0,103583744.0,16289792.0,174800896.0,677437440.0,
0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103616512.0,16289792.0,174800896.0,677404672.0,
0.499,0.0,99.501,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103583744.0,16289792.0,174800896.0,677437440.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103583744.0,16289792.0,174800896.0,677437440.0,
0.500,0.0,99.500,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103583744.0,16289792.0,174800896.0,677437440.0,
0.249,0.0,99.252,0.249,0.0,0.249,0.0,24576.0,0.020,0.020,0.050,16384.0,104837120.0,103571456.0,16297984.0,174804992.0,677437440.0,
0.249,0.249,99.501,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103571456.0,16297984.0,174804992.0,677437440.0,
0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103571456.0,16297984.0,174804992.0,677437440.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103571456.0,16297984.0,174804992.0,677437440.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103571456.0,16297984.0,174804992.0,677437440.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,49152.0,0.020,0.020,0.050,16384.0,104837120.0,103571456.0,16306176.0,174796800.0,677437440.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103563264.0,16306176.0,174804992.0,677437440.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103563264.0,16306176.0,174804992.0,677437440.0,
0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103563264.0,16306176.0,174804992.0,677437440.0,
0.249,0.249,99.501,0.0,0.0,0.0,0.0,0.0,0.020,0.020,0.050,16384.0,104837120.0,103563264.0,16306176.0,174804992.0,677437440.0,
0.251,0.0,99.499,0.251,0.0,0.0,0.0,73728.0,0.010,0.020,0.050,16384.0,104837120.0,103555072.0,16314368.0,174804992.0,677437440.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.010,0.020,0.050,16384.0,104837120.0,103555072.0,16314368.0,174804992.0,677437440.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.010,0.020,0.050,16384.0,104837120.0,103555072.0,16314368.0,174804992.0,677437440.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.010,0.020,0.050,16384.0,104837120.0,103555072.0,16314368.0,174804992.0,677437440.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.010,0.020,0.050,16384.0,104837120.0,103555072.0,16314368.0,174804992.0,677437440.0,
0.499,0.0,99.252,0.249,0.0,0.0,0.0,32768.0,0.010,0.020,0.050,16384.0,104837120.0,103546880.0,16322560.0,174804992.0,677437440.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.010,0.020,0.050,16384.0,104837120.0,103546880.0,16322560.0,174804992.0,677437440.0,


"Host:","pi03",,,,"User:","daniel"
"Cmdline:","dstat -cdlsm --output 4W32B4R.log",,,,"Date:","14 Jun 2015 03:08:45 PDT"

"total cpu usage",,,,,,"dsk/total",,"load avg",,,"swap",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","1m","5m","15m","used","free","used","buff","cach","free"
3.533,2.307,82.009,10.985,0.000,1.166,219662.688,3869317.286,0.420,0.950,0.940,0.0,104853504.0,204607488.0,6750208.0,75046912.0,685707264.0,
0.251,0.251,99.246,0.251,0.0,0.0,0.0,65536.0,0.380,0.930,0.930,0.0,104853504.0,204558336.0,6750208.0,75079680.0,685723648.0,
0.750,0.250,99.0,0.0,0.0,0.0,0.0,0.0,0.380,0.930,0.930,0.0,104853504.0,204558336.0,6750208.0,75079680.0,685723648.0,
0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,0.380,0.930,0.930,0.0,104853504.0,204558336.0,6750208.0,75079680.0,685723648.0,
0.998,0.249,98.753,0.0,0.0,0.0,0.0,0.0,0.380,0.930,0.930,0.0,104853504.0,204566528.0,6750208.0,75055104.0,685740032.0,
0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,0.380,0.930,0.930,0.0,104853504.0,204533760.0,6750208.0,75055104.0,685772800.0,
0.752,0.0,98.997,0.251,0.0,0.0,0.0,114688.0,0.350,0.920,0.930,0.0,104853504.0,204533760.0,6758400.0,75046912.0,685772800.0,
1.003,0.0,98.997,0.0,0.0,0.0,0.0,0.0,0.350,0.920,0.930,0.0,104853504.0,204566528.0,6758400.0,75046912.0,685740032.0,
0.752,0.0,99.248,0.0,0.0,0.0,0.0,0.0,0.350,0.920,0.930,0.0,104853504.0,204566528.0,6758400.0,75046912.0,685740032.0,
15.327,2.513,81.658,0.503,0.0,0.0,966656.0,0.0,0.350,0.920,0.930,0.0,104853504.0,208736256.0,6787072.0,75481088.0,681107456.0,
29.367,2.025,68.608,0.0,0.0,0.0,0.0,0.0,0.350,0.920,0.930,0.0,104853504.0,216760320.0,6787072.0,75481088.0,673083392.0,
26.065,0.0,73.684,0.0,0.0,0.251,0.0,0.0,0.400,0.920,0.930,0.0,104853504.0,216752128.0,6787072.0,75567104.0,673005568.0,
25.564,3.258,70.175,0.752,0.0,0.251,409600.0,180224.0,0.400,0.920,0.930,0.0,104853504.0,210722816.0,6795264.0,75718656.0,678875136.0,
26.582,3.291,69.873,0.253,0.0,0.0,425984.0,0.0,0.400,0.920,0.930,0.0,104853504.0,220237824.0,6795264.0,75923456.0,669155328.0,
25.505,1.515,72.980,0.0,0.0,0.0,0.0,0.0,0.400,0.920,0.930,0.0,104853504.0,227758080.0,6795264.0,76021760.0,661536768.0,
25.879,2.261,71.859,0.0,0.0,0.0,0.0,0.0,0.400,0.920,0.930,0.0,104853504.0,235122688.0,6795264.0,76021760.0,654172160.0,
26.633,1.759,71.608,0.0,0.0,0.0,57344.0,0.0,0.450,0.920,0.930,0.0,104853504.0,243605504.0,6799360.0,76042240.0,645664768.0,
30.227,1.511,68.262,0.0,0.0,0.0,8192.0,57344.0,0.450,0.920,0.930,0.0,104853504.0,250228736.0,6799360.0,76054528.0,639029248.0,
28.822,1.253,37.594,32.331,0.0,0.0,0.0,73728.0,0.450,0.920,0.930,0.0,104853504.0,256946176.0,6803456.0,76021760.0,632340480.0,
21.554,0.251,63.659,14.536,0.0,0.0,172032.0,270336.0,0.450,0.920,0.930,0.0,104853504.0,262615040.0,6807552.0,76038144.0,626651136.0,
35.264,1.511,63.224,0.0,0.0,0.0,32768.0,0.0,0.450,0.920,0.930,0.0,104853504.0,270036992.0,6807552.0,76107776.0,619159552.0,
28.535,3.283,68.182,0.0,0.0,0.0,0.0,0.0,0.500,0.920,0.930,0.0,104853504.0,280092672.0,6807552.0,76107776.0,609103872.0,
30.808,1.768,67.424,0.0,0.0,0.0,0.0,0.0,0.500,0.920,0.930,0.0,104853504.0,290951168.0,6807552.0,76107776.0,598245376.0,
33.418,3.291,63.291,0.0,0.0,0.0,16384.0,32768.0,0.500,0.920,0.930,0.0,104853504.0,307441664.0,6815744.0,76115968.0,581738496.0,
41.344,3.876,54.264,0.517,0.0,0.0,294912.0,0.0,0.500,0.920,0.930,0.0,104853504.0,310054912.0,6815744.0,76283904.0,578957312.0,
23.724,1.531,73.724,1.020,0.0,0.0,1540096.0,0.0,0.500,0.920,0.930,0.0,104853504.0,314040320.0,6823936.0,76947456.0,574300160.0,
29.798,2.273,66.667,1.010,0.0,0.253,1630208.0,0.0,0.540,0.920,0.930,0.0,104853504.0,316350464.0,6823936.0,77807616.0,571129856.0,
28.974,3.333,66.410,1.282,0.0,0.0,2064384.0,57344.0,0.540,0.920,0.930,0.0,104853504.0,320897024.0,6832128.0,78893056.0,565489664.0,
25.385,3.333,67.692,3.333,0.0,0.256,4833280.0,0.0,0.540,0.920,0.930,0.0,104853504.0,324825088.0,7155712.0,80945152.0,559185920.0,
3.807,1.523,52.792,41.878,0.0,0.0,0.0,0.0,0.540,0.920,0.930,0.0,104853504.0,356057088.0,7159808.0,81014784.0,527880192.0,
8.312,1.259,44.081,46.348,0.0,0.0,2269184.0,172032.0,0.540,0.920,0.930,0.0,104853504.0,356929536.0,7168000.0,82132992.0,525881344.0,
30.730,2.771,65.239,1.259,0.0,0.0,2301952.0,0.0,0.650,0.940,0.940,0.0,104853504.0,388952064.0,7172096.0,83271680.0,492716032.0,
19.388,2.551,59.949,18.112,0.0,0.0,712704.0,368640.0,0.650,0.940,0.940,0.0,104853504.0,407748608.0,7180288.0,83648512.0,473534464.0,
29.426,1.995,67.332,1.247,0.0,0.0,1949696.0,0.0,0.650,0.940,0.940,0.0,104853504.0,408453120.0,7180288.0,84594688.0,471883776.0,
37.209,2.842,57.106,2.842,0.0,0.0,5021696.0,0.0,0.650,0.940,0.940,0.0,104853504.0,410640384.0,7180288.0,86978560.0,467312640.0,
1.263,0.505,73.737,24.495,0.0,0.0,0.0,0.0,0.650,0.940,0.940,0.0,104853504.0,410406912.0,7184384.0,87207936.0,467312640.0,
8.060,1.259,60.957,29.219,0.0,0.504,1957888.0,139264.0,0.920,0.990,0.950,0.0,104853504.0,411529216.0,7188480.0,88113152.0,465281024.0,
23.846,1.026,74.359,0.769,0.0,0.0,1449984.0,0.0,0.920,0.990,0.950,0.0,104853504.0,413405184.0,7188480.0,88895488.0,462622720.0,
27.273,2.778,69.192,0.758,0.0,0.0,2105344.0,0.0,0.920,0.990,0.950,0.0,104853504.0,415182848.0,7188480.0,89899008.0,459841536.0,
35.768,3.023,45.844,14.861,0.0,0.504,11313152.0,0.0,0.920,0.990,0.950,0.0,104853504.0,417226752.0,7294976.0,96362496.0,451227648.0,
57.431,6.801,13.602,21.411,0.0,0.756,32235520.0,0.0,0.920,0.990,0.950,0.0,104853504.0,458850304.0,7294976.0,112316416.0,393650176.0,
89.394,3.788,1.263,5.051,0.0,0.505,17825792.0,32768.0,1.730,1.160,1.010,0.0,104853504.0,468471808.0,7303168.0,120582144.0,375754752.0,
94.458,0.756,4.786,0.0,0.0,0.0,4194304.0,0.0,1.730,1.160,1.010,0.0,104853504.0,473337856.0,7303168.0,122642432.0,368828416.0,
93.766,1.995,4.239,0.0,0.0,0.0,4456448.0,0.0,1.730,1.160,1.010,0.0,104853504.0,476741632.0,7303168.0,124850176.0,363216896.0,
96.231,1.005,2.764,0.0,0.0,0.0,4997120.0,0.0,1.730,1.160,1.010,0.0,104853504.0,476905472.0,7303168.0,127361024.0,360542208.0,
95.511,1.247,2.993,0.0,0.0,0.249,5505024.0,0.0,1.730,1.160,1.010,0.0,104853504.0,480235520.0,7303168.0,130318336.0,354254848.0,
95.477,0.251,4.271,0.0,0.0,0.0,6553600.0,32768.0,1.910,1.210,1.020,0.0,104853504.0,481873920.0,7311360.0,133353472.0,349573120.0,
91.250,2.0,6.750,0.0,0.0,0.0,5242880.0,0.0,1.910,1.210,1.020,0.0,104853504.0,486862848.0,7311360.0,136065024.0,341872640.0,
96.491,0.501,2.757,0.0,0.0,0.251,5767168.0,0.0,1.910,1.210,1.020,0.0,104853504.0,486793216.0,7311360.0,138817536.0,339189760.0,
96.231,0.251,3.518,0.0,0.0,0.0,5505024.0,0.0,1.910,1.210,1.020,0.0,104853504.0,488402944.0,7311360.0,141611008.0,334786560.0,
92.424,1.010,6.566,0.0,0.0,0.0,5505024.0,0.0,1.910,1.210,1.020,0.0,104853504.0,491618304.0,7311360.0,144322560.0,328859648.0,
95.761,0.499,3.741,0.0,0.0,0.0,5505024.0,24576.0,2.080,1.250,1.040,0.0,104853504.0,493043712.0,7319552.0,147054592.0,324694016.0,
94.987,1.253,3.759,0.0,0.0,0.0,4980736.0,0.0,2.080,1.250,1.040,0.0,104853504.0,494424064.0,7319552.0,149544960.0,320823296.0,
