"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","pi01",,,,"User:","daniel"
"Cmdline:","dstat -cdlsm --output 4W32B1R.log",,,,"Date:","14 Jun 2015 03:28:29 PDT"

"total cpu usage",,,,,,"dsk/total",,"load avg",,,"swap",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","1m","5m","15m","used","free","used","buff","cach","free"
25.815,0.0,69.674,4.511,0.0,0.0,0.0,180224.0,0.030,0.300,0.560,0.0,104853504.0,213159936.0,5799936.0,51347456.0,701804544.0,
21.228,5.371,71.355,2.046,0.0,0.0,2154496.0,0.0,0.110,0.310,0.560,0.0,104853504.0,212877312.0,5808128.0,52322304.0,701104128.0,
22.613,3.015,71.357,3.015,0.0,0.0,4186112.0,0.0,0.110,0.310,0.560,0.0,104853504.0,219992064.0,5808128.0,54489088.0,691822592.0,
22.362,3.769,71.106,2.764,0.0,0.0,2727936.0,0.0,0.110,0.310,0.560,0.0,104853504.0,226566144.0,5808128.0,55820288.0,683917312.0,
21.696,2.743,72.569,2.993,0.0,0.0,3072000.0,0.0,0.110,0.310,0.560,0.0,104853504.0,232828928.0,5808128.0,57397248.0,676077568.0,
23.858,1.523,72.335,2.284,0.0,0.0,3235840.0,0.0,0.110,0.310,0.560,0.0,104853504.0,240160768.0,5808128.0,58953728.0,667189248.0,
26.221,1.285,70.180,2.314,0.0,0.0,2162688.0,106496.0,0.180,0.320,0.570,0.0,104853504.0,245714944.0,5816320.0,60121088.0,660459520.0,
25.320,1.790,69.054,3.836,0.0,0.0,4079616.0,0.0,0.180,0.320,0.570,0.0,104853504.0,251908096.0,5820416.0,62177280.0,652206080.0,
22.418,3.275,70.781,3.526,0.0,0.0,3358720.0,0.0,0.180,0.320,0.570,0.0,104853504.0,258609152.0,5820416.0,63754240.0,643928064.0,
31.328,2.005,63.158,3.509,0.0,0.0,1826816.0,188416.0,0.180,0.320,0.570,0.0,104853504.0,264306688.0,5820416.0,64778240.0,637206528.0,
23.232,2.273,72.727,1.768,0.0,0.0,2367488.0,0.0,0.180,0.320,0.570,0.0,104853504.0,272863232.0,5820416.0,65880064.0,627548160.0,
30.052,2.332,63.990,3.627,0.0,0.0,3244032.0,0.0,0.250,0.330,0.570,0.0,104853504.0,281612288.0,5820416.0,67465216.0,617213952.0,
25.628,4.020,68.844,1.256,0.0,0.251,2138112.0,32768.0,0.250,0.330,0.570,0.0,104853504.0,301678592.0,5828608.0,68628480.0,595976192.0,
30.303,2.020,66.919,0.758,0.0,0.0,1384448.0,0.0,0.250,0.330,0.570,0.0,104853504.0,304623616.0,5828608.0,69246976.0,592412672.0,
40.204,3.308,54.198,2.290,0.0,0.0,2596864.0,0.0,0.250,0.330,0.570,0.0,104853504.0,307228672.0,5836800.0,70619136.0,588427264.0,
22.194,1.786,73.724,2.296,0.0,0.0,3252224.0,0.0,0.250,0.330,0.570,0.0,104853504.0,311717888.0,5836800.0,72097792.0,582459392.0,
25.945,3.023,67.758,3.275,0.0,0.0,3579904.0,0.0,0.390,0.360,0.580,0.0,104853504.0,313233408.0,5836800.0,74018816.0,579022848.0,
30.769,2.821,63.077,3.333,0.0,0.0,2531328.0,155648.0,0.390,0.360,0.580,0.0,104853504.0,319008768.0,5853184.0,75313152.0,571936768.0,
23.174,3.526,69.521,3.526,0.0,0.252,4554752.0,0.0,0.390,0.360,0.580,0.0,104853504.0,353767424.0,6311936.0,77197312.0,534835200.0,
23.604,2.284,71.574,2.538,0.0,0.0,3645440.0,24576.0,0.390,0.360,0.580,0.0,104853504.0,357060608.0,6320128.0,79007744.0,529723392.0,
27.226,3.817,66.667,1.781,0.0,0.509,1581056.0,0.0,0.390,0.360,0.580,0.0,104853504.0,405807104.0,6324224.0,79728640.0,480251904.0,
30.789,1.018,67.176,1.018,0.0,0.0,1728512.0,0.0,0.520,0.390,0.580,0.0,104853504.0,406228992.0,6324224.0,80711680.0,478846976.0,
37.598,3.655,55.091,3.655,0.0,0.0,3661824.0,188416.0,0.520,0.390,0.580,0.0,104853504.0,407482368.0,6332416.0,82497536.0,475799552.0,
23.737,1.263,73.232,1.768,0.0,0.0,4325376.0,0.0,0.520,0.390,0.580,0.0,104853504.0,410693632.0,6332416.0,84619264.0,470466560.0,
25.945,2.771,70.529,0.756,0.0,0.0,1499136.0,32768.0,0.520,0.390,0.580,0.0,104853504.0,412065792.0,6332416.0,85405696.0,468307968.0,
28.117,3.448,66.844,1.592,0.0,0.0,1703936.0,0.0,0.520,0.390,0.580,0.0,104853504.0,413757440.0,6332416.0,86216704.0,465805312.0,
36.154,4.103,30.256,29.487,0.0,0.0,27803648.0,0.0,0.870,0.470,0.610,0.0,104853504.0,415252480.0,6373376.0,100319232.0,450166784.0,
80.556,5.556,7.071,6.566,0.0,0.253,28573696.0,49152.0,0.870,0.470,0.610,0.0,104853504.0,463298560.0,6381568.0,114421760.0,388009984.0,
91.878,1.269,6.853,0.0,0.0,0.0,4718592.0,0.0,0.870,0.470,0.610,0.0,104853504.0,468828160.0,6381568.0,116822016.0,380080128.0,
97.500,0.750,1.750,0.0,0.0,0.0,5242880.0,49152.0,0.870,0.470,0.610,0.0,104853504.0,468910080.0,6381568.0,119422976.0,377397248.0,
97.500,0.250,2.250,0.0,0.0,0.0,4194304.0,0.0,0.870,0.470,0.610,0.0,104853504.0,471027712.0,6381568.0,121520128.0,373182464.0,
96.758,0.499,2.743,0.0,0.0,0.0,4980736.0,0.0,1.130,0.520,0.630,0.0,104853504.0,471027712.0,6381568.0,124162048.0,370540544.0,
95.477,0.503,4.020,0.0,0.0,0.0,5505024.0,32768.0,1.130,0.520,0.630,0.0,104853504.0,474529792.0,6389760.0,126763008.0,364429312.0,
93.719,0.754,5.528,0.0,0.0,0.0,4456448.0,0.0,1.130,0.520,0.630,0.0,104853504.0,477192192.0,6389760.0,128991232.0,359538688.0,
94.750,1.750,3.250,0.0,0.0,0.250,6815744.0,81920.0,1.130,0.520,0.630,0.0,104853504.0,478785536.0,6389760.0,132440064.0,354496512.0,
95.522,0.249,4.229,0.0,0.0,0.0,4194304.0,0.0,1.130,0.520,0.630,0.0,104853504.0,480391168.0,6389760.0,134778880.0,350552064.0,
95.012,0.499,3.990,0.0,0.0,0.499,4997120.0,0.0,1.360,0.580,0.640,0.0,104853504.0,481886208.0,6389760.0,136974336.0,346861568.0,
96.010,0.249,3.741,0.0,0.0,0.0,4980736.0,57344.0,1.360,0.580,0.640,0.0,104853504.0,483393536.0,6397952.0,139505664.0,342814720.0,
92.804,0.496,6.700,0.0,0.0,0.0,5505024.0,0.0,1.360,0.580,0.640,0.0,104853504.0,486395904.0,6397952.0,142389248.0,336928768.0,
94.221,0.754,4.523,0.0,0.0,0.503,4980736.0,0.0,1.360,0.580,0.640,0.0,104853504.0,488177664.0,6397952.0,144617472.0,332918784.0,
95.250,0.750,3.750,0.0,0.0,0.250,4841472.0,0.0,1.360,0.580,0.640,0.0,104853504.0,489701376.0,6397952.0,147128320.0,328884224.0,
95.0,0.500,4.500,0.0,0.0,0.0,7118848.0,0.0,1.570,0.640,0.660,0.0,104853504.0,491147264.0,6397952.0,150659072.0,323907584.0,
94.962,1.511,3.526,0.0,0.0,0.0,4980736.0,24576.0,1.570,0.640,0.660,0.0,104853504.0,492601344.0,6406144.0,153219072.0,319885312.0,
95.238,0.752,3.509,0.0,0.0,0.501,4194304.0,0.0,1.570,0.640,0.660,0.0,104853504.0,494030848.0,6406144.0,155447296.0,316227584.0,
92.714,0.0,7.286,0.0,0.0,0.0,4980736.0,188416.0,1.570,0.640,0.660,0.0,104853504.0,496820224.0,6406144.0,157806592.0,311078912.0,
95.489,0.501,3.509,0.0,0.0,0.501,4718592.0,0.0,1.570,0.640,0.660,0.0,104853504.0,498126848.0,6406144.0,160276480.0,307302400.0,
95.750,0.250,4.0,0.0,0.0,0.0,4456448.0,0.0,1.760,0.690,0.680,0.0,104853504.0,499683328.0,6406144.0,162373632.0,303648768.0,
94.236,0.752,5.013,0.0,0.0,0.0,4980736.0,24576.0,1.760,0.690,0.680,0.0,104853504.0,502169600.0,6414336.0,164884480.0,298643456.0,
95.477,1.005,3.518,0.0,0.0,0.0,5242880.0,0.0,1.760,0.690,0.680,0.0,104853504.0,505278464.0,6414336.0,167616512.0,292802560.0,
92.982,0.501,6.516,0.0,0.0,0.0,4472832.0,106496.0,1.760,0.690,0.680,0.0,104853504.0,506728448.0,6422528.0,169713664.0,289247232.0,
95.226,0.503,4.271,0.0,0.0,0.0,5505024.0,0.0,1.760,0.690,0.680,0.0,104853504.0,508461056.0,6422528.0,172486656.0,284741632.0,
95.771,0.498,3.234,0.498,0.0,0.0,5505024.0,0.0,1.940,0.750,0.700,0.0,104853504.0,509812736.0,6422528.0,175149056.0,280727552.0,
95.226,0.754,3.769,0.0,0.0,0.251,4456448.0,65536.0,1.940,0.750,0.700,0.0,104853504.0,511234048.0,6430720.0,177467392.0,276979712.0,
93.035,0.995,5.721,0.0,0.0,0.249,6029312.0,0.0,1.940,0.750,0.700,0.0,104853504.0,513257472.0,6430720.0,180633600.0,271790080.0,
94.015,0.998,4.489,0.249,0.0,0.249,5242880.0,40960.0,1.940,0.750,0.700,0.0,104853504.0,517611520.0,6430720.0,183255040.0,264814592.0,
95.489,0.501,4.010,0.0,0.0,0.0,4718592.0,0.0,1.940,0.750,0.700,0.0,104853504.0,517656576.0,6430720.0,185765888.0,262258688.0,
95.466,1.008,3.275,0.0,0.0,0.252,4980736.0,0.0,2.110,0.800,0.720,0.0,104853504.0,519221248.0,6430720.0,188104704.0,258355200.0,
95.0,0.750,3.750,0.0,0.0,0.500,5505024.0,49152.0,2.110,0.800,0.720,0.0,104853504.0,520749056.0,6438912.0,190685184.0,254238720.0,
95.739,0.501,3.509,0.0,0.0,0.251,4980736.0,0.0,2.110,0.800,0.720,0.0,104853504.0,522174464.0,6438912.0,193196032.0,250302464.0,
92.500,1.0,6.500,0.0,0.0,0.0,4194304.0,32768.0,2.110,0.800,0.720,0.0,104853504.0,524013568.0,6438912.0,195272704.0,246386688.0,
93.970,1.256,4.774,0.0,0.0,0.0,4980736.0,0.0,2.110,0.800,0.720,0.0,104853504.0,526864384.0,6438912.0,197763072.0,241045504.0,
96.491,0.0,3.509,0.0,0.0,0.0,4980736.0,0.0,2.260,0.860,0.730,0.0,104853504.0,528293888.0,6438912.0,200404992.0,236974080.0,
94.750,0.500,4.750,0.0,0.0,0.0,4718592.0,32768.0,2.260,0.860,0.730,0.0,104853504.0,529543168.0,6447104.0,202805248.0,233316352.0,
95.990,0.501,3.509,0.0,0.0,0.0,5767168.0,0.0,2.260,0.860,0.730,0.0,104853504.0,532910080.0,6447104.0,205557760.0,227196928.0,
94.486,0.752,4.762,0.0,0.0,0.0,4718592.0,32768.0,2.260,0.860,0.730,0.0,104853504.0,532963328.0,6447104.0,207876096.0,224825344.0,
92.250,1.0,6.750,0.0,0.0,0.0,4718592.0,0.0,2.260,0.860,0.730,0.0,104853504.0,535859200.0,6447104.0,210386944.0,219418624.0,
96.222,0.756,3.023,0.0,0.0,0.0,4980736.0,0.0,2.560,0.940,0.760,0.0,104853504.0,537391104.0,6447104.0,212705280.0,215568384.0,
95.718,1.008,3.275,0.0,0.0,0.0,5505024.0,32768.0,2.560,0.940,0.760,0.0,104853504.0,538931200.0,6455296.0,215498752.0,211226624.0,
96.222,0.252,3.526,0.0,0.0,0.0,5242880.0,0.0,2.560,0.940,0.760,0.0,104853504.0,540303360.0,6455296.0,218099712.0,207253504.0,
95.012,0.998,3.741,0.0,0.0,0.249,4718592.0,0.0,2.560,0.940,0.760,0.0,104853504.0,541540352.0,6455296.0,220479488.0,203636736.0,
90.909,1.263,7.576,0.253,0.0,0.0,3407872.0,0.0,2.560,0.940,0.760,0.0,104853504.0,544423936.0,6455296.0,222142464.0,199090176.0,
96.482,0.251,3.266,0.0,0.0,0.0,0.0,0.0,2.670,0.990,0.780,0.0,104853504.0,546074624.0,6455296.0,222142464.0,197439488.0,
94.750,1.500,3.750,0.0,0.0,0.0,0.0,24576.0,2.670,0.990,0.780,0.0,104853504.0,547463168.0,6463488.0,222142464.0,196042752.0,
95.489,0.251,4.261,0.0,0.0,0.0,0.0,0.0,2.670,0.990,0.780,0.0,104853504.0,548859904.0,6463488.0,222142464.0,194646016.0,
92.211,0.503,7.286,0.0,0.0,0.0,0.0,0.0,2.670,0.990,0.780,0.0,104853504.0,551763968.0,6463488.0,222142464.0,191741952.0,
95.489,0.501,4.010,0.0,0.0,0.0,0.0,0.0,2.670,0.990,0.780,0.0,104853504.0,553152512.0,6463488.0,222142464.0,190353408.0,
96.734,0.0,3.266,0.0,0.0,0.0,0.0,0.0,2.780,1.040,0.800,0.0,104853504.0,554409984.0,6463488.0,222142464.0,189095936.0,
95.990,0.501,3.509,0.0,0.0,0.0,0.0,24576.0,2.780,1.040,0.800,0.0,104853504.0,555917312.0,6471680.0,222142464.0,187580416.0,
93.734,1.504,4.261,0.0,0.0,0.501,8192.0,0.0,2.780,1.040,0.800,0.0,104853504.0,557477888.0,6471680.0,222142464.0,186019840.0,
91.688,1.008,7.305,0.0,0.0,0.0,0.0,0.0,2.780,1.040,0.800,0.0,104853504.0,560361472.0,6471680.0,222146560.0,183132160.0,
96.250,0.0,3.750,0.0,0.0,0.0,0.0,0.0,2.780,1.040,0.800,0.0,104853504.0,561750016.0,6471680.0,222146560.0,181743616.0,
87.186,2.010,6.784,3.518,0.0,0.503,2801664.0,0.0,2.960,1.110,0.820,0.0,104853504.0,564563968.0,6471680.0,223408128.0,177668096.0,
27.436,2.308,64.359,5.897,0.0,0.0,3915776.0,40960.0,2.960,1.110,0.820,0.0,104853504.0,565571584.0,6479872.0,225497088.0,174563328.0,
18.321,2.290,74.300,5.089,0.0,0.0,3956736.0,0.0,2.960,1.110,0.820,0.0,104853504.0,566906880.0,6479872.0,227463168.0,171261952.0,
70.250,1.250,26.750,1.750,0.0,0.0,1785856.0,90112.0,2.960,1.110,0.820,0.0,104853504.0,567853056.0,6479872.0,228421632.0,169357312.0,
53.403,3.403,41.099,1.571,0.0,0.524,1261568.0,0.0,2.960,1.110,0.820,0.0,104853504.0,607490048.0,6651904.0,231862272.0,126107648.0,
92.112,3.562,1.272,2.036,0.0,1.018,35520512.0,0.0,3.360,1.220,0.860,0.0,104853504.0,608116736.0,6651904.0,250531840.0,106811392.0,
92.556,1.737,0.248,5.211,0.0,0.248,23592960.0,237568.0,3.360,1.220,0.860,0.0,104853504.0,616476672.0,6660096.0,261591040.0,87384064.0,
93.985,1.754,4.261,0.0,0.0,0.0,8912896.0,0.0,3.360,1.220,0.860,0.0,104853504.0,616620032.0,6660096.0,265805824.0,83025920.0,
96.717,0.758,2.525,0.0,0.0,0.0,4202496.0,4481024.0,3.360,1.220,0.860,0.0,104853504.0,616415232.0,6668288.0,268558336.0,80470016.0,
96.0,1.0,3.0,0.0,0.0,0.0,5775360.0,1589248.0,3.360,1.220,0.860,0.0,104853504.0,618430464.0,6668288.0,270901248.0,76111872.0,
96.0,0.750,2.750,0.250,0.0,0.250,4980736.0,0.0,3.410,1.270,0.870,0.0,104853504.0,618369024.0,6668288.0,273563648.0,73510912.0,
94.724,1.005,4.020,0.0,0.0,0.251,4980736.0,122880.0,3.410,1.270,0.870,0.0,104853504.0,620011520.0,6676480.0,275881984.0,69541888.0,
90.250,2.250,7.250,0.0,0.0,0.250,7077888.0,0.0,3.410,1.270,0.870,0.0,104853504.0,623251456.0,6676480.0,279420928.0,62763008.0,
95.0,0.750,4.0,0.0,0.0,0.250,5242880.0,0.0,3.410,1.270,0.870,0.0,104853504.0,624865280.0,6676480.0,282062848.0,58507264.0,
94.0,1.0,4.500,0.0,0.0,0.500,4194304.0,237568.0,3.410,1.270,0.870,0.0,104853504.0,627896320.0,6676480.0,284119040.0,53420032.0,
96.241,0.251,3.509,0.0,0.0,0.0,4980736.0,0.0,3.460,1.310,0.890,0.0,104853504.0,629268480.0,6676480.0,286609408.0,49557504.0,
96.509,0.0,3.491,0.0,0.0,0.0,4718592.0,57344.0,3.460,1.310,0.890,0.0,104853504.0,631398400.0,6684672.0,289009664.0,45019136.0,
95.761,0.998,2.993,0.0,0.0,0.249,5062656.0,0.0,3.460,1.310,0.890,0.0,104853504.0,632946688.0,6684672.0,291500032.0,40980480.0,
91.479,0.752,7.769,0.0,0.0,0.0,4800512.0,0.0,3.460,1.310,0.890,0.0,104853504.0,634724352.0,6684672.0,293920768.0,36782080.0,
93.719,2.010,4.271,0.0,0.0,0.0,4980736.0,0.0,3.460,1.310,0.890,0.0,104853504.0,636583936.0,6684672.0,296411136.0,32432128.0,
95.500,0.500,3.750,0.0,0.0,0.250,5242880.0,0.0,3.500,1.360,0.910,0.0,104853504.0,638300160.0,6684672.0,299053056.0,28073984.0,
95.990,0.501,3.008,0.501,0.0,0.0,4718592.0,24576.0,3.500,1.360,0.910,0.0,104853504.0,639766528.0,6692864.0,301412352.0,24240128.0,
94.750,0.750,4.500,0.0,0.0,0.0,4718592.0,0.0,3.500,1.360,0.910,0.0,104853504.0,641343488.0,6692864.0,303882240.0,20193280.0,
90.201,1.005,8.291,0.0,0.0,0.503,4718592.0,0.0,3.500,1.360,0.910,0.0,104853504.0,644288512.0,6692864.0,306110464.0,15020032.0,
95.980,0.503,3.266,0.0,0.0,0.251,5242880.0,0.0,3.500,1.360,0.910,0.0,104853504.0,645599232.0,6565888.0,303996928.0,15949824.0,
95.980,0.251,3.266,0.0,0.0,0.503,4456448.0,0.0,3.540,1.400,0.920,0.0,104853504.0,647098368.0,6565888.0,302718976.0,15728640.0,
95.0,1.0,3.750,0.0,0.0,0.250,6029312.0,24576.0,3.540,1.400,0.920,0.0,104853504.0,649388032.0,6574080.0,299614208.0,16535552.0,
95.729,0.251,3.769,0.0,0.0,0.251,4718592.0,0.0,3.540,1.400,0.920,0.0,104853504.0,650665984.0,6574080.0,298217472.0,16654336.0,
91.709,0.754,7.286,0.0,0.0,0.251,4718592.0,0.0,3.540,1.400,0.920,0.0,104853504.0,653705216.0,6574080.0,293875712.0,17956864.0,
96.500,0.500,3.0,0.0,0.0,0.0,5767168.0,0.0,3.540,1.400,0.920,0.0,104853504.0,655142912.0,6574080.0,296628224.0,13766656.0,
94.250,1.250,4.500,0.0,0.0,0.0,4718592.0,0.0,3.580,1.450,0.940,0.0,104853504.0,656621568.0,6574080.0,292147200.0,16769024.0,
95.238,0.752,3.759,0.0,0.0,0.251,5505024.0,24576.0,3.580,1.450,0.940,0.0,104853504.0,659316736.0,6582272.0,291143680.0,15069184.0,
96.259,0.249,3.242,0.0,0.0,0.249,4718592.0,0.0,3.580,1.450,0.940,0.0,104853504.0,659296256.0,6582272.0,290025472.0,16207872.0,
91.436,1.008,7.557,0.0,0.0,0.0,5242880.0,0.0,3.580,1.450,0.940,0.0,104853504.0,662310912.0,6582272.0,289202176.0,14016512.0,
93.766,0.998,4.489,0.0,0.0,0.748,4718592.0,0.0,3.580,1.450,0.940,0.0,104853504.0,663519232.0,6582272.0,288129024.0,13881344.0,
95.500,1.0,3.500,0.0,0.0,0.0,5242880.0,0.0,3.610,1.490,0.960,0.0,104853504.0,664875008.0,6582272.0,284004352.0,16650240.0,
95.489,0.752,3.509,0.0,0.0,0.251,5767168.0,24576.0,3.610,1.490,0.960,0.0,104853504.0,666218496.0,6590464.0,286806016.0,12496896.0,
95.0,1.0,3.750,0.0,0.0,0.250,4456448.0,0.0,3.610,1.490,0.960,0.0,104853504.0,667734016.0,6590464.0,282210304.0,15577088.0,
91.960,1.005,6.784,0.0,0.0,0.251,4194304.0,0.0,3.610,1.490,0.960,0.0,104853504.0,670838784.0,6590464.0,277639168.0,17043456.0,
95.250,0.500,3.750,0.0,0.0,0.500,5505024.0,106496.0,3.610,1.490,0.960,0.0,104853504.0,671440896.0,6590464.0,280395776.0,13684736.0,
94.015,0.748,5.237,0.0,0.0,0.0,4718592.0,0.0,3.640,1.530,0.970,0.0,104853504.0,675270656.0,6590464.0,276082688.0,14168064.0,
96.241,0.752,3.008,0.0,0.0,0.0,4718592.0,57344.0,3.640,1.530,0.970,0.0,104853504.0,674701312.0,6594560.0,278417408.0,12398592.0,
95.750,0.750,3.500,0.0,0.0,0.0,5242880.0,8192.0,3.640,1.530,0.970,0.0,104853504.0,677769216.0,6598656.0,274472960.0,13271040.0,
90.955,1.508,7.286,0.0,0.0,0.251,4718592.0,0.0,3.640,1.530,0.970,0.0,104853504.0,679858176.0,6598656.0,273240064.0,12414976.0,
95.489,1.003,3.258,0.0,0.0,0.251,4718592.0,0.0,3.640,1.530,0.970,0.0,104853504.0,681263104.0,6598656.0,269312000.0,14938112.0,
95.489,0.752,3.509,0.0,0.0,0.251,5505024.0,0.0,3.670,1.570,0.990,0.0,104853504.0,683130880.0,6598656.0,265568256.0,16814080.0,
95.729,0.251,3.769,0.0,0.0,0.251,4718592.0,0.0,3.670,1.570,0.990,0.0,104853504.0,683888640.0,6598656.0,268079104.0,13545472.0,
94.750,1.0,3.750,0.0,0.0,0.500,4980736.0,24576.0,3.670,1.570,0.990,0.0,104853504.0,685506560.0,6606848.0,264200192.0,15798272.0,
92.424,0.505,7.071,0.0,0.0,0.0,1572864.0,0.0,3.670,1.570,0.990,0.0,104853504.0,688087040.0,6606848.0,265097216.0,12320768.0,
95.771,0.746,3.483,0.0,0.0,0.0,262144.0,65536.0,3.670,1.570,0.990,0.0,104853504.0,690266112.0,6606848.0,258949120.0,16289792.0,
95.980,0.754,3.266,0.0,0.0,0.0,0.0,0.0,3.700,1.610,1.010,0.0,104853504.0,691580928.0,6606848.0,258949120.0,14974976.0,
51.637,0.0,48.363,0.0,0.0,0.0,0.0,0.0,3.700,1.610,1.010,0.0,104853504.0,691572736.0,6606848.0,258949120.0,14983168.0,
46.599,0.252,52.645,0.252,0.0,0.252,0.0,24576.0,3.700,1.610,1.010,0.0,104853504.0,691564544.0,6615040.0,258949120.0,14983168.0,
96.250,1.500,1.500,0.0,0.0,0.750,819200.0,0.0,3.700,1.610,1.010,0.0,104853504.0,691470336.0,6615040.0,259403776.0,14622720.0,
98.0,0.500,1.500,0.0,0.0,0.0,557056.0,0.0,3.700,1.610,1.010,0.0,104853504.0,691544064.0,6615040.0,259641344.0,14311424.0,
93.451,1.008,5.542,0.0,0.0,0.0,0.0,0.0,3.720,1.650,1.020,0.0,104853504.0,691453952.0,6615040.0,259641344.0,14401536.0,
95.489,1.253,3.008,0.0,0.0,0.251,0.0,0.0,3.720,1.650,1.020,0.0,104853504.0,691494912.0,6615040.0,259641344.0,14360576.0,
95.238,0.251,4.511,0.0,0.0,0.0,0.0,32768.0,3.720,1.650,1.020,0.0,104853504.0,691322880.0,6623232.0,259641344.0,14524416.0,
95.226,1.508,3.266,0.0,0.0,0.0,0.0,0.0,3.720,1.650,1.020,0.0,104853504.0,691290112.0,6623232.0,259641344.0,14557184.0,
94.250,1.0,4.750,0.0,0.0,0.0,16384.0,0.0,3.720,1.650,1.020,0.0,104853504.0,691290112.0,6623232.0,259641344.0,14557184.0,
90.727,1.253,7.268,0.0,0.0,0.752,0.0,0.0,3.740,1.690,1.040,0.0,104853504.0,691212288.0,6627328.0,259796992.0,14475264.0,
27.778,0.253,71.970,0.0,0.0,0.0,0.0,0.0,3.740,1.690,1.040,0.0,104853504.0,691445760.0,6627328.0,259911680.0,14127104.0,
65.473,4.859,25.320,1.279,0.0,3.069,13074432.0,98304.0,3.740,1.690,1.040,0.0,104853504.0,692191232.0,6647808.0,259411968.0,13860864.0,
38.342,0.518,57.254,3.368,0.0,0.518,13197312.0,0.0,3.740,1.690,1.040,0.0,104853504.0,692219904.0,6651904.0,260263936.0,12976128.0,
26.357,1.034,69.767,2.067,0.0,0.775,4988928.0,6078464.0,3.740,1.690,1.040,0.0,104853504.0,692277248.0,6656000.0,259772416.0,13406208.0,
26.371,0.522,72.846,0.0,0.0,0.261,5373952.0,0.0,3.520,1.680,1.040,0.0,104853504.0,692338688.0,6656000.0,259469312.0,13647872.0,
48.969,0.258,48.969,0.0,0.0,1.804,4718592.0,0.0,3.520,1.680,1.040,0.0,104853504.0,694001664.0,6656000.0,257499136.0,13955072.0,
51.444,2.362,45.407,0.525,0.0,0.262,7077888.0,262144.0,3.520,1.680,1.040,0.0,104853504.0,693813248.0,6664192.0,258138112.0,13496320.0,
49.482,0.259,47.668,0.259,0.0,2.332,5505024.0,0.0,3.520,1.680,1.040,0.0,104853504.0,693616640.0,6664192.0,257880064.0,13950976.0,
48.579,0.517,49.354,0.0,0.0,1.550,4980736.0,0.0,3.520,1.680,1.040,0.0,104853504.0,694546432.0,6664192.0,257376256.0,13524992.0,
50.656,0.787,48.556,0.0,0.0,0.0,5242880.0,0.0,3.400,1.680,1.040,0.0,104853504.0,694546432.0,6664192.0,257064960.0,13836288.0,
50.129,1.809,45.736,0.0,0.0,2.326,7077888.0,0.0,3.400,1.680,1.040,0.0,104853504.0,694743040.0,6664192.0,254668800.0,16035840.0,
53.525,0.261,45.170,0.0,0.0,1.044,5242880.0,24576.0,3.400,1.680,1.040,0.0,104853504.0,694353920.0,6672384.0,257269760.0,13815808.0,
