Sun Jun 14 03:48:19 PDT 2015,sun.util.calendar.ZoneInfo[id="America/Los_Angeles",offset=-28800000,dstSavings=3600000,useDaylight=true,transitions=185,lastRule=java.util.SimpleTimeZone[id=America/Los_Angeles,offset=-28800000,dstSavings=3600000,useDaylight=true,startYear=0,startMode=3,startMonth=2,startDay=8,startDayOfWeek=1,startTime=7200000,startTimeMode=0,endMode=3,endMonth=10,endDay=1,endDayOfWeek=1,endTime=7200000,endTimeMode=0]]
Score,Message Content
0.0,"""RT whyme2_07: RT kosmo_online: ALOR SETAR - CUEPACS harap Najib umum kenaikan gaji Rabu ini. http://t.co/Xc50s1deUC #changepenang"""
0.0,"""RT @FctCO: الأشخاص الذين يغضبون من اشياء تافهة هم في الحقيقة ارق قلوباً من غيرهم."""
0.0,"""この度フェンリル極東支部独立支援部隊クレイドルの隊長を務める事になりました これからも隊長として頑張っていきます"""
112.63055535911873,"""I loved you like a sister."""
20.26774244907764,"""Islamabad Ramadan ul Mubarak Ka Chand 17 June Ko Dekha Jayega, Pehla Rooza 19 June Ko Honay K Imkanat Ziyada Hain, Mehekma-e Mausamiyat"""
0.0,"""ただいま我が家よ！！"""
0.0,"""RT @pusna1031: 최근에 본 애니들을 주인공들로 의인화시켜봄 http://t.co/No9uv6EAs8"""
0.0,"""RT @joyponta: 安倍政権の安保関連法に異常に反対しているのは、  侵略を進めるシナとその属国、シナ犬の日本野党、  口先ヘイワ主義、基地利権大好き連中だけである。  誰が世界平和と人類の敵かがよくわかる構図だ（笑）"""
0.0,"""さっき描いたのはロスですしーたんです うおああああああああああああしーたああああああんしーたん愛してるよおおおおおおおおおおおおおおおしーたあああああああああああああああああああん しーたん天使まじ天使 しーたん俺だ！愛してる結婚しようしーたあああああああああん しーたんは俺の嫁"""
0.0,"""شاهد عرض اليوم ممتاز فيلا للبيع 375م²  بــالوادى  9795 0536006688 يسعدنا ويشرفنا الرد على استفسارتكم على الواتس 0555444150"""
0.0,"""@patchwork_wimp  そですか(笑)俺の暴走を止めることはできなさそうだな･･・ えっ(゜ロ゜;  さっきの完璧に前フリだったじゃん♪"""
0.0,"""RT @yakisobb654oo: 会えないには会えない理由がある。その理由が何であれ、それでも想い合う道を選んだのなら、会えないことを嘆くのはそろそろ終わりにしなきゃやなって思うんです。"""
0.0,"""@kinatsu_01 死ぬ………………絶対死ぬ…………１日目で…………耐性ないから…………(震え声)  アバッキオひゃっはぁぁぁぁぁぁぁぁぁああああっっっ！！！もっとアバッキオひゃっはぁぁぁぁぁぁぁぁぁああああっっっ！！！"""
0.0,"""：(東京都)座席：画像で囲んだ辺りのお席です。枚数：のみです※当日、アクシデント等で登壇者の変更などが発生してもご返金できませんのでご了解の上、入札をお願い致しますは簡単決済の他に楽天みずほですで発券後引き換えに必要な番号をお伝えしますので、にて、セブンイレブ17"""
0.0,"""AKBとか整形大国www"""
0.0,"""RT @hlwah66: صوتك يخفف ضيقتي والتياعي  وشلون لامن جات عيني بعينك"""
0.0,"""RT @fuji73: @SuehiroT800 これ、日産でパブリックビューイングやってるんだけど、そのまま流れてる？ #WECjp #LM24jp"""
0.0,"""クゥリアちゃんの簡単お料理教室ー！ここにバナナを用意します。食べます。終わり。"""
0.0,"""RT @mnprdtuz: 「大奥の男達を決して好きになるな…これは命令だ」  イケメンだらけの男女逆転大奥で••••♥  これ→ http://t.co/vDVxOFsI2M  新章、禁じられた恋が始まる…！ http://t.co/ZgOD6HRpbu"""
0.0,"""@masae59  あやも痩せるー！ がんばろ！"""
0.0,"""RT @ucpkjzqr: おまいら、 エロチャットとかしたくないか？  このアプリ釣れすぎてワラけるww  これ → http://t.co/V4JM9U5VMI  騙されたと思ってやってみw http://t.co/KhN1a5Hz1r"""
0.0,"""RT @sbr_kt: 【お友だち募集】 ○薮宏太くん(掛け持ち) ○88-89line ほぼ新規、メンバーの魅力を勉強中。それでも構わない方、濃く絡める方大歓迎です♡   #over25なJUMP担繋がろうキャンペーンてことでRTくれたらお迎えいきます http://t.co…"""
0.0,"""RT @NichaAom: ดูมานทามมมม โอยยย #เซฮุนนี่มันเซฮุนจริงๆ #เซฮุนขำมาก http://t.co/e0PdK42mKi"""
0.0,"""そう考えると眼鏡+帽子装備のギルバート顔面ガード固すぎかよ…えっちだな…"""
117.89002792456382,"""@Tomohawk1989 #asktomohawk What can we expect to be on your channel in the future"""
0.0,"""@yahirochi よし、じゃあウチも飲まねー(´･ω･`)"""
0.0,"""@LeviuS_tk0204 夕ご飯の時間だもん(｡･･｡)今日のご飯は何ですか？？"""
0.0,"""セリーグ弱すぎぃ！"""
0.0,"""東海地震警戒情報がでたら運休よ．　一覧は→http://t.co/hyihNA3ppH　に書いてあるわ．"""
20.538500356096016,"""RT @omgrelatabIe: ways to piss me off http://t.co/j4z9Cyppgx"""
0.0,"""@_Bilal_AB والله بعته ياصاحبي بس اعرف عنها كل شي ابد اسأل وبجاوبك وش في خاطرك ؟؟"""
0.0,"""린스가 전에도 라밧 뒤쫓다 크래시 했기 때문에 심적으로 강하게 못 밀어붙이지 않을까 궁예질"""
0.0,"""RT @Maha12Com57: ♡ ي محبين ﺎلنبي ، صلو عليہ..♪̴ وعنَ ذكرُ اللّہ لا تغفلون         لا إلہ إلا اللہ ♡."""
0.0,"""相互さんのほとんどはブロックしたんだけど相互さんじゃない人ね……お願い……"""
39.50830103420548,"""Two nights in a row coming home super late :("""
0.0,"""رب لا تذرنى فردا و أنت خير الوارثين http://t.co/do39cVkgjP"""
79.90348411381862,"""RT @SWSLyriicss: "Still I'm here just holding on confess my heart and forgive my wrongs.""""
2.853416171466916,"""Lasagne liguri al tofu all'insaputa della famiglia. Guardate le immagini sul web delle loro facce di disappunto. http://t.co/0qjdAsjHyR"""
0.0,"""Selamat jalan https://t.co/xeaV1iVLom"""
5.593524562144632,"""@subversivemouse awe I love u"""
0.0,"""RT @mrvwgti: http://t.co/4QDvnh3Kvy"""

133.1081378922595,"""@daniel_fairley1 ur the expert"""
0.0,"""(هل ينظرون إلا الساعة أن تأتيهم بغتة وهم لا يشعرون) [الزخرف:66] http://t.co/NSQrtbLrOT"""
0.0,"""@JooRosa8 oh esta bem então"""
83.70351846966766,"""RT @FCBalletTheatre: @Authorportrait surely your father was a man of deep and sensitive  for creating a painting with Nijinsky"""
0.0,"""J'ai pris des photos d'exercice de sport pour cette été."""
0.0,"""http://t.co/m3OTwmM0uz"""
74.6591154054918,"""Kurds are so nationalistic you can't even speak to a different race let alone marry them"""
67.65574831532436,"""RT @5SOSTumblrx: THESE ARE SO IMPORTANT #GETWELLSOONMICHAEL http://t.co/xEgBJRW6vq"""
0.0,"""RT @Nawaem_h: افضل خلطة لتفتيح الجسم ليمون + زيت الجلسرين  #نواعم_هوم    http://t.co/rLdntKF5Ly"""
43.337027408256674,"""i badly @SBS_MTV  need @sbsmtvtheshow this #더쇼 seventeen's #세븐틴 first win #어낀다 OTL 15"""
0.0,"""RT @vrouwenpassie: Waarom je niet flexibel hoeft te zijn voor je met yoga begint. http://t.co/JVvLec2gjy"""
50.667836065655706,"""!RT Xhehzaad: Usman Mobin must get punished for fabricating evidences!   #StartTrialOfUsmanMobin"""
0.0,"""RT @Nawaem_h: افضل خلطة لتفتيح الجسم ليمون + زيت الجلسرين  #نواعم_هوم    http://t.co/rLdntKF5Ly"""
114.86943456131355,"""@OmHeartMother Wear the bed sheets?"""
0.0,"""@enculouis ouais je crois"""
0.0,"""お母さんが料理作ってるところで、おいしそ〜😳ばっかり言ってる"""
0.0,"""FAV✔️ RT✔️ Geliked✔️ Kommentiert✔️ Video Geliebt✔️ Dich Geliebt✔️ #SamisNeuesVideo  #SamiCallMe  Nummer in DM💕 @SamiSlimani  37"""
0.0,"""RT @kirakirajoshi_: キレイな人は実践している！美習慣まとめ http://t.co/fJxf35qy6f"""
0.0,"""RT @eriri0723: ファン登録してくれた方が5000名様を越えました。 登録してくれた方、読んでくれた方、ありがとうございます ﾟ ✧˖ ٩( ‘ω’ )و ✧ ˖ﾟ http://t.co/WJEFNN5rZB"""
2.1520912649223916,"""RT @MrSuprem: Tu me manques. Tout me manque chez toi. Ton sourire, tes yeux, ta voix. Et le plus dur de tout ça... c'est que tu t'en fou."""
0.0,"""@daianesm1 verdade viu"""
0.0,"""RT @AlbertoRavell: Maduro revela que mandó a Cabello a Haití a reunirse con “importantes personalidades” http://t.co/Vmk7homKgg"""
6.991905702680789,"""i love niall :-))"""
0.0,"""RT @LeMasculiste: Quand tes jambes ressemblent à des chipolata http://t.co/hE5aNGRdeI"""
0.0,"""乙女な路木に感激して泣きそう"""
74.8426753740149,"""RT InstagramPros "I will Give you 10,000-- Real/Human/Unique Visitors for* Google adsense. for $5 … http://t.co/ZEkUcJXTxS""""
0.0,"""RT @toukenkouryaku: ジャパコンワンダーランドにてチラッと放映されるという、DMMから許可貰った審神者垂涎するという煽りに煽ってきた刀剣乱舞新情報とやらの個人的予想  本命：日本号の全身イラスト 対抗：大包平のイラスト 大穴：新キャラが◯月までに10人追加！！…"""
50.20270416050701,"""RT @TheAviator1992: BREAKING: United Nations confirms the Abbott govt has been paying people smugglers. #auspol http://t.co/SjoXxN5IdI http…"""
0.0,"""ポコポンペコーリャ"""
9.465801277610588,"""RT @cutemsgs: In 10 years, I wonder who is still going to be by my side.."""
0.0,"""は？好きです"""
0.0,"""@4942khj 멍청이야 넌."""
0.0,"""@bts1013montae 待ってる。・°°・(＞_＜)・°°・。"""
0.0,"""@ars_tke  今のところ12000円が最高額です"""
0.0,"""@annebormans Son air habituel toujours constipé … di bien que tu te demandes toujours s'il a des zygomatiques !!!"""
0.0,"""RT @bigbiggyabc: กูก็เป็นแค่คนธรรมดาๆคนนึงบนโลกใบนี้อ่ะ เพราะฉะนั้นถ้าจะให้กูมาใส่ความรู้สึกของคนทั้งโลกมันก็เป็นไปไม่ได้หรอกนะ กูไม่ได้มีค…"""
0.0,"""ｱﾜﾜﾜﾜﾜﾜﾜ"""
5.790246179979852,"""もくあみさんの性格の悪さ度は 20％ です http://t.co/ebZgaDZ8tS   …『イイ人』なんて死んじまえ！！…"""
0.0,"""@GoyonoS  男性には濃い目のサングラス着用を法律で義務付ければいいんじゃないかな？"""
17.43335800511954,"""GTA 5 Online w/ Friends LIVE! Come Join!: http://t.co/mfHCa3n13B via @YouTube"""
0.0,"""RT @itsyoo931122: 150614 영등포 팬싸 #기현 #kihyun #몬스타엑스 #MONSTAX 나의사랑 ㅠㅠㅠㅠㅠ http://t.co/2OPD2FWJzn"""
6.6004190694257785,"""#Photoshop http://t.co/Nm0yBJBw6b old man by wajdy almansari http://t.co/MM8Vh8ckIB"""
0.0,"""丸亀の豚マリネぶっかけうどん、豚マリネとうどん別々に食べたいと思った。 http://t.co/l3yN1ASPzi"""
0.0,"""RT @Loveforfootball: BEYAZ TV SON DAKİKA.Fenerbahçeliler yaşadı. http://t.co/93RbxUobfd"""
0.0,"""RT @farukbildirici: Sanırsınız Abdullah Gül, Çankaya sakiniyken Erdoğan'a muhalefet etmiş, yanlışlara itiraz etmiş, her geleni onaylamamış!…"""
0.0,"""Sutra počinje upis u prvi razred srednjih škola http://t.co/cr0bQzxzT1"""
0.0,"""afhaiufhaiuhfaiu #BrendaAsnicar #KCAMÉXICO"""
6.151608109755537,"""RT @jamiecope7: @katiesheares  cheers sheares 😜😜😜😜😜😜"""
3.4878976588599313,"""RT @benfiquistapts: Amanha tenho exame , vai ser lindo vai"""
0.0,"""اللهم اشغلني بذكرك عن كل ذكر وبطاعتك عن كل طاعة http://t.co/YNwva8SHDr"""
0.0,"""RT @kishibe_: きつね（大） http://t.co/PqkNFVJWKF"""
0.0,"""@ryu_ran08  そんなに高いと思ってなかったから嬉しい"""
0.0,"""@MineAvaritia @husumanomukou そういうのあるｗｗ　私は近接ニガテというかまずやったことないからﾅﾆﾓｲﾜﾅｲ"""
0.0,"""Ughhhh god damn"""
0.0,"""@FF_jFF0  認めんのか"""
0.0,"""余程の試合以外でGGと言うやつは負けたチームをイライラさせる。"""
0.0,"""RT @rito03vocalgr: 滝汗｡♥｡･ﾟ♡ﾟ･｡♥｡･ﾟ♡ﾟ･｡♥｡"""
0.0,"""Allah'ını seven Yeşilyurt gaziemir dolmuşunun güzergahını söylesin"""
47.17573055083181,"""@SemweziSHABAN @pussyAsiancat @Bad_Girlz13 @DrRMoore @go @oxfootpantyhose iam were th pool is at pato come here with me ok"""
0.0,"""東方神起のライビュにエクソ登場して劇場で私だけバカ叫んでもーてまじ申し訳なかった(笑)"""
0.0,"""@syaru5757 おもろいなw"""
0.0,"""RT @lool7looo: ياصاحبي لو قالو الوقت كذاب *** يكفي كلامك ودافي حنينك  لو ان قصدي في الزمن كثر الاحباب *** ماقلت ياساكن الروح وينك"""
0.0,"""RT @Ph0enixsk: มันก็ยังสว่างเกินไปนะสำหรับตอนกลางคืน 5555555 http://t.co/HpK8MAmwTK"""
0.0,"""@tomson1215 最近のマイブームだからね！"""
13.671914833922667,"""Oh my god...he's still going strong. #headesk  https://t.co/cA7EbeqFHF"""
94.12881176556427,"""RT @seagames2015: #Bowling: Here are your winners of the Men's Masters final. Congratulations! #SEAGames2015 http://t.co/fXbC7QPce9"""
0.0,"""まぁ縛りプレイで個人が楽しむ分にはいいんだけどね。"""
0.0,"""RT @TheWorldStories: Faroe Islands, Denmark http://t.co/8LEJ5Ak4q0"""
0.0,"""ただFEの斧は敵のも含めてマジで当たらない"""
0.0,"""RT @alalam_news: #شيخ_الأزهر يقيل المتشدد القريب من #القرضاوي، #محمد_عمارة، من مجلة “ #الأزهر”.. #مصر http://t.co/3pkPM9vld2"""
74.62777845167541,"""RT @bushgnfx: Beer pong with the Inceptions crew, shits so fucking fun! 😂😂"""
77.66868763807993,"""The man who fought so hard to keep his grandfather's promise can finally get a rest at the end of his 20s (Cr: JYT) http://t.co/Ni8Hk9uc5A"""
0.0,"""Agreed bro . http://t.co/e7TwHldw7F"""
0.0,"""http://t.co/PP6GalIGJk"""
68.22017184904436,"""@BryanosaurusRex I should have used a genderless "they"."""
8.921135349580034,"""Studyplus - Learning SNS http://t.co/AmGzovOUFc"""
99.96262628125987,"""Can A Charm Bracelet Be A Good Gift for The Pet Lovers http://t.co/jnZMZvtGg2"""
0.0,"""FT Persis solo 1 - 1 PSIS Semarang. Si wasit ganteng maksimal yg menang cah :-) Selamat selamat prok prok prok ..."""
0.0,"""IŞİD zulmünden kaçan Türkmenler'e belki yönettiğiniz ülkede yer yok ama bu milletin gönlünde her zaman yer var! #SınırıSivillereAçın"""
0.0,"""Il battesimo l'abbiamo fatto ..... 󾌩 http://t.co/vuxw6jhw7U"""
0.0,"""RT @54xenon54: んー。。。お兄"""
31.1257993488121,"""I'm ooc af now"""
0.0,"""@Callaa_  当たり前  んーと 、 名前は めぐみ でいいのかな  ?"""
0.0,"""@shinku_yoichi いいよ  てか8巻まであるか確認してくるwsw"""
0.0,"""RT @Fajer380: ربنا لا تحرمنا من أمنية تفرح قلوبنا ، وتوبة تجلي همومنا ، وتوفيقاً ينير دروبنا ، وسعادة تذهب حزننا💜"""
123.3296300971555,"""RT if you are getting bore 😛"""
0.0,"""RT @Khaled_7arbii: مساء الخير   #سلمان_الفرج_يشكو_الهلال http://t.co/sHiayHgH9M"""
0.0,"""@hatoukarashi それな"""
0.0,"""http://t.co/KGLtx0ucwh raven-68 : дуй на речку,плохееш на глазах. :ebanutsya:"""
205.29522465432382,"""You know you dead wrong"""
0.0,"""RT @rir237: @TkfEjrls (붐치기박치기)아 나랏말싸미(요)듕귁에 달아(요) 서로 사마앗디 아니할쎄(아니할쎄(헤이컴온) 내 이를 어엿비~ 너겨 새로 스물한자르으을~으으을~ 맹가노니이이!"""
60.108664370006466,"""RT @kajol_daiya: We all share the same blood group GauaharManiacs, its G+ve rightt? ❤ So be here at 4pm today (IST) to trend  #5YearsOfGaua…"""
0.0,"""やっぱり燭台切光忠だいすきです"""
0.0,"""@suzyt20day  ここめっちゃいいよ！ なら来るべきやったな(￣▽￣)笑"""
0.0,"""@AtuT717  無理でした笑笑 安倍拓海のがあるんですけど多分ブロックされてるんですよね笑笑"""
0.0,"""@mnoso_14  まなちゃん誕生日おめでとう🎂 素敵な1年過ごしてね○*｡"""
0.0,"""@JiaErn0303 @taeteukkahyan @roycewong00 💕💕💕"""
0.0,"""かき氷食べたい"""
0.0,"""@anna_forsyth Congrats! @HeadlandJournal"""
70.22626692908896,"""Reckless homicide, negligent homicide and dereliction of duty <-- DA's never go for these lesser offenses bc they know a GJ will indict."""
0.0,"""優秀な種を遺す 良いモノを作っていくには大事なことだよね(DASH)"""
4.620756410331789,"""RT @jibbazee: UPDATE ! 150612 #CLC #Seunghee By Jibbazee @CUBECLC  All HQ : http://t.co/jysIREal5h http://t.co/WX0ChNzDLg"""
0.0,"""RT @ontheriver123: 僕緑色ですよ？ 日焼けで肌色になってるんです。"""
63.967860915893866,"""WEIRD! People With Extra Body Parts - http://t.co/HPvK3m8UeC http://t.co/vPXdZBge2L"""
108.33579995823803,"""Five of the most dangerous things in your home... http://t.co/8eJiDZjlYn"""
11.389021379822617,"""Look at his beautiful smile I love him #GETWELLSOONMICHAEL 😣💓 http://t.co/x2nvbleyZU"""
160.16715987962718,"""I love that these are the hashtags that pop up first: http://t.co/EgiUxmBeWz"""
39.784785475374875,"""RT @Football__Tweet: Didier Drogba: "I asked my son, who's your favourite footballer? I was waiting for him to say - 'you of course'. He sa…"""
39.94583157821969,"""RT @IrwinftNarry_: Calum and Michael appreciation tweet. I really hope they're both ok #GETWELLSOONMICHAEL   #GETWELLSOONCALUM http://t.co/…"""
69.93370227787165,"""@PretzelDraws What movie?"""
0.0,"""RT @Nabilouxi: Toc-toc  -qui est la? -Oussama  -Oussama qui? -Oussama l'air mal parti pour le bac"""
0.0,"""RT @blue_cloudd: Arkadaşlarrr çok güzel gülüyor arkadaşlarr😻😻 http://t.co/Bhjrc0HJzi"""
0.0,"""(هل ينظرون إلا الساعة أن تأتيهم بغتة وهم لا يشعرون) [الزخرف:66] http://t.co/pbTwgGtPbl"""
0.0,"""http://t.co/pqKSTwlzjm"""
104.4246367499086,"""Bags will hopefully turn up and I can eat something else. Not being able to watch any movies is more frustrating. 1/2 @EtihadHelp"""
0.0,"""@Soniyalatiwal  हक़ीक़त है तो क्यों कहते हो उसे खवाब? हम तो समाये हैं अब भी आपके जहन में।"""
0.0,"""@x_Drz_x  久しぶり"""
0.0,"""意味は違えど攻め認定されたぞバンザーイ #虚しい"""
50.05671950178448,"""Shay A. Snape. @shaxeitoff Beautiful Love Quotes from our website. Try now: http://t.co/bhHl4ZTLzo"""
0.0,"""@kvb3e5d @LOVE_NEVER_RES 8:15くらいかな"""
44.147570461466465,"""Minggu, 14 Juni 2015 Jam 05:46"""
0.0,"""@adhxucicifig  やったぜ。 絵描き歴:小学校高学年ぐらいからだから多分7年ぐらい"""
0.0,"""RT @AP7O19HY: さあ言いますよ~😊 #RTした人に思ってること3つ言う http://t.co/2h0NneEzKP"""
0.0,"""¡Sorpresa! http://t.co/feaKVBk7V0"""
0.0,"""@monyo_528 ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!! 押し倒し…♡♡ こういうの大好きですyo!!!"""
0.0,"""Hoy vamos por mas Golden estate campeón. http://t.co/lvlnFKCe7F"""
0.0,"""RT @foot_ball_world: 試合前までに  どんだけ素晴らしい  練習や技術を学んでも  それを活かす内面（メンタル）が無ければ  上手く行くはずがない。  だから、  スポーツでは80％以上がメンタルで  決まると言われている。"""
60.63506999198627,"""With the basketball game showing? RT @blackbeautyy_22: Anyways.. Barbecue at my crib tomar swing thru 😁😏😌"""
0.0,"""仮眠から目覚めたらすっごく胃が気持ち悪くて…なぜ…"""
0.0,"""RT @BUBBLETEAHOLIC: สเต๊ปของแบคฮยองคนน่ารำคาญ แรกๆก็คางเกยไหล่ ซบอก ซบไหล่ ล่าสุดล็อคคอน้องฮุนเลย ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ http://t.co/AMgWk20gVn"""
43.12151659942451,"""RT @Pause_Online: So much street stylers attended the #PAUSELCM presentation. Photos on our site tomorrow! #LCM http://t.co/wSA0TcAbU6"""
0.0,"""RT @kem_safar621: حًسبنآ آلّلّهً ونعمٌ آلّوگٍيِلّ https://t.co/hGq7tgmf4D #ق_mbc_تخرب_بيتك"""
0.0,"""RT @Mr_Narawich: 6 ข้อดี ของการแก้ผ้านอน http://t.co/GGrQ9BRiO7"""
0.0,"""@msms_meron  海街見てきた"""
0.0,"""■ 【パズドラ】すまん、お前らに身を以て武器ガチャの闇を伝えてやる http://t.co/7tQApHSnnu #パズドラ"""
140.93939580366379,"""Do you know who are awesome? My 2 new followers in the last day! Growing with http://t.co/UPDkik8h7O"""
0.0,"""@enp1_ だから、リスインしときました(＾▽＾)"""
0.0,"""1番いい種を残す（意味深） #鉄腕DASH"""
0.0,"""RT @BotKanichi: このbotで関一祭の情報を発信・宣伝していきます！ 最高の関一祭にしよう！ フォローとRTお願いいたします！"""
128.09975816421476,"""@muhuthaz May Allah give you wisdom and courage not to be the part injustice in this nation. Do not prosecute innocent ppl. @muftimenk"""
0.0,"""ももクロ応援部隊はRT モノノフはみんなRTお願いします♡ http://t.co/02iDAnRl7q"""
0.0,"""@_68mg 間違いない"""
1.338343862854446,"""RT @HugoBonet: Voy a borrar todos los tuits que me avergüenzan. ¿Me pasáis vuestras contraseñas?"""
0.0,"""RT @koukosei_ziten: 今年の夏こそは 浴衣着て好きな人と 花火行きたい🎆💓って人RT http://t.co/XJZ9l72bgC"""
0.0,"""Hij is trop bete haha #lt"""
0.0,"""@sxhyejin budi pergi ke pasar/?"""
2.8447373245865735,"""ฟินก็ตรงนี้แหละ 555 http://t.co/YDvKHNgmik"""
