"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","pi02",,,,"User:","daniel"
"Cmdline:","dstat -cdlsm --output 4W32B4R.log",,,,"Date:","14 Jun 2015 02:40:04 PDT"

"total cpu usage",,,,,,"dsk/total",,"load avg",,,"swap",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","1m","5m","15m","used","free","used","buff","cach","free"
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.050,0.040,0.050,20480.0,104833024.0,103886848.0,16044032.0,162312192.0,689868800.0,
0.249,0.249,99.501,0.0,0.0,0.0,0.0,0.0,0.050,0.040,0.050,20480.0,104833024.0,103886848.0,16044032.0,162312192.0,689868800.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.050,0.040,0.050,20480.0,104833024.0,103886848.0,16044032.0,162312192.0,689868800.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.050,0.040,0.050,20480.0,104833024.0,103886848.0,16044032.0,162312192.0,689868800.0,
0.0,0.250,99.500,0.250,0.0,0.0,0.0,24576.0,0.050,0.040,0.050,20480.0,104833024.0,103886848.0,16052224.0,162304000.0,689868800.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.050,0.040,0.050,20480.0,104833024.0,103878656.0,16052224.0,162312192.0,689868800.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.050,0.040,0.050,20480.0,104833024.0,103878656.0,16052224.0,162312192.0,689868800.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.050,0.040,0.050,20480.0,104833024.0,103878656.0,16052224.0,162312192.0,689868800.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.050,0.040,0.050,20480.0,104833024.0,103858176.0,16052224.0,162308096.0,689893376.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,24576.0,0.040,0.040,0.050,20480.0,104833024.0,103976960.0,16060416.0,162308096.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.040,0.040,0.050,20480.0,104833024.0,103976960.0,16060416.0,162308096.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.040,0.040,0.050,20480.0,104833024.0,103976960.0,16060416.0,162308096.0,689766400.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.040,0.040,0.050,20480.0,104833024.0,103976960.0,16060416.0,162308096.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,32768.0,0.040,0.040,0.050,20480.0,104833024.0,103976960.0,16060416.0,162308096.0,689766400.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,32768.0,0.040,0.040,0.050,20480.0,104833024.0,103968768.0,16068608.0,162308096.0,689766400.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.040,0.040,0.050,20480.0,104833024.0,103968768.0,16068608.0,162308096.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.040,0.040,0.050,20480.0,104833024.0,103968768.0,16068608.0,162308096.0,689766400.0,
0.0,0.499,99.501,0.0,0.0,0.0,0.0,0.0,0.040,0.040,0.050,20480.0,104833024.0,103964672.0,16068608.0,162312192.0,689766400.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,24576.0,0.040,0.040,0.050,20480.0,104833024.0,103964672.0,16068608.0,162312192.0,689766400.0,
0.249,0.249,99.252,0.249,0.0,0.0,0.0,49152.0,0.040,0.040,0.050,20480.0,104833024.0,103964672.0,16076800.0,162304000.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.040,0.040,0.050,20480.0,104833024.0,103956480.0,16076800.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.040,0.040,0.050,20480.0,104833024.0,103956480.0,16076800.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.040,0.040,0.050,20480.0,104833024.0,103956480.0,16076800.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,57344.0,0.040,0.040,0.050,20480.0,104833024.0,103956480.0,16076800.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,24576.0,0.030,0.040,0.050,20480.0,104833024.0,103948288.0,16084992.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103948288.0,16084992.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103948288.0,16084992.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103948288.0,16084992.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103948288.0,16084992.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,24576.0,0.030,0.040,0.050,20480.0,104833024.0,103940096.0,16093184.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103940096.0,16093184.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103940096.0,16093184.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103940096.0,16093184.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103940096.0,16093184.0,162312192.0,689766400.0,
0.0,0.251,99.499,0.251,0.0,0.0,0.0,24576.0,0.030,0.040,0.050,20480.0,104833024.0,103940096.0,16101376.0,162304000.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103931904.0,16101376.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103931904.0,16101376.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103931904.0,16101376.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103931904.0,16101376.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,24576.0,0.030,0.040,0.050,20480.0,104833024.0,103923712.0,16109568.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103923712.0,16109568.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103923712.0,16109568.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.030,0.040,0.050,20480.0,104833024.0,103923712.0,16109568.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,32768.0,0.030,0.040,0.050,20480.0,104833024.0,103923712.0,16109568.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,32768.0,0.020,0.040,0.050,20480.0,104833024.0,103915520.0,16117760.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103915520.0,16117760.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103915520.0,16117760.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103915520.0,16117760.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103915520.0,16117760.0,162312192.0,689766400.0,
0.0,0.0,99.749,0.251,0.0,0.0,0.0,32768.0,0.020,0.040,0.050,20480.0,104833024.0,103915520.0,16125952.0,162304000.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103907328.0,16125952.0,162312192.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103903232.0,16125952.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103903232.0,16125952.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,16384.0,0.020,0.040,0.050,20480.0,104833024.0,103903232.0,16125952.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,40960.0,0.020,0.040,0.050,20480.0,104833024.0,103903232.0,16134144.0,162308096.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103895040.0,16134144.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103895040.0,16134144.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103895040.0,16134144.0,162316288.0,689766400.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103895040.0,16134144.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,24576.0,0.020,0.040,0.050,20480.0,104833024.0,103886848.0,16142336.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103886848.0,16142336.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103886848.0,16142336.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103886848.0,16142336.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103886848.0,16142336.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,24576.0,0.020,0.040,0.050,20480.0,104833024.0,103886848.0,16150528.0,162308096.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103878656.0,16150528.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103878656.0,16150528.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103878656.0,16150528.0,162316288.0,689766400.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103878656.0,16150528.0,162316288.0,689766400.0,
0.0,0.0,99.749,0.251,0.0,0.0,0.0,24576.0,0.020,0.040,0.050,20480.0,104833024.0,103870464.0,16158720.0,162316288.0,689766400.0,
0.0,0.250,99.750,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103870464.0,16158720.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103870464.0,16158720.0,162316288.0,689766400.0,
0.249,0.249,99.501,0.0,0.0,0.0,0.0,0.0,0.020,0.040,0.050,20480.0,104833024.0,103870464.0,16158720.0,162316288.0,689766400.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,32768.0,0.020,0.040,0.050,20480.0,104833024.0,103870464.0,16158720.0,162316288.0,689766400.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,32768.0,0.010,0.030,0.050,20480.0,104833024.0,103989248.0,16166912.0,162316288.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103989248.0,16166912.0,162316288.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103989248.0,16166912.0,162316288.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103989248.0,16166912.0,162316288.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,16384.0,0.010,0.030,0.050,20480.0,104833024.0,103989248.0,16166912.0,162316288.0,689639424.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,32768.0,0.010,0.030,0.050,20480.0,104833024.0,103989248.0,16175104.0,162308096.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103981056.0,16175104.0,162316288.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103981056.0,16175104.0,162316288.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103981056.0,16175104.0,162316288.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103981056.0,16175104.0,162316288.0,689639424.0,
0.250,0.0,99.500,0.250,0.0,0.0,0.0,24576.0,0.010,0.030,0.050,20480.0,104833024.0,103972864.0,16183296.0,162316288.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103968768.0,16183296.0,162320384.0,689639424.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103968768.0,16183296.0,162320384.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103968768.0,16183296.0,162320384.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,16384.0,0.010,0.030,0.050,20480.0,104833024.0,103968768.0,16183296.0,162320384.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,40960.0,0.010,0.030,0.050,20480.0,104833024.0,103960576.0,16191488.0,162320384.0,689639424.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103960576.0,16191488.0,162320384.0,689639424.0,
0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103960576.0,16191488.0,162320384.0,689639424.0,
0.250,0.0,99.750,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103960576.0,16191488.0,162320384.0,689639424.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103960576.0,16191488.0,162320384.0,689639424.0,
0.251,0.0,99.749,0.0,0.0,0.0,0.0,24576.0,0.010,0.030,0.050,20480.0,104833024.0,103960576.0,16199680.0,162312192.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103952384.0,16199680.0,162320384.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103952384.0,16199680.0,162320384.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103952384.0,16199680.0,162320384.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,103952384.0,16199680.0,162320384.0,689639424.0,
0.0,0.0,100.0,0.0,0.0,0.0,0.0,24576.0,0.010,0.030,0.050,20480.0,104833024.0,103944192.0,16207872.0,162320384.0,689639424.0,
2.250,1.0,96.750,0.0,0.0,0.0,0.0,0.0,0.010,0.030,0.050,20480.0,104833024.0,105009152.0,16207872.0,162320384.0,688574464.0,
